SEQ,TIMESTAMP,BP10,BSize10,BP9,BSize9,BP8,BSize8,BP7,BSize7,BP6,BSize6,BP5,BSize5,BP4,BSize4,BP3,BSize3,BP2,BSize2,BP1,BSize1,AP1,ASize1,AP2,ASize2,AP3,ASize3,AP4,ASize4,AP5,ASize5,AP6,ASize6,AP7,ASize7,AP8,ASize8,AP9,ASize9,AP10,ASize10
6778,2014-03-20 10:24:14.108,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,136800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6779,2014-03-20 10:24:15.825,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,133600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6780,2014-03-20 10:24:28.938,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,37200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6781,2014-03-20 10:24:28.939,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,42000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6782,2014-03-20 10:24:31.478,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,70800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6783,2014-03-20 10:24:32.346,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,129200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6784,2014-03-20 10:24:32.347,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,139200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6785,2014-03-20 10:24:33.824,*,*,*,*,*,*,75.85,36800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6786,2014-03-20 10:24:33.825,*,*,*,*,*,*,*,*,*,*,75.95,44400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6787,2014-03-20 10:24:33.825,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.45,88000,*,*,*,*,*,*,*,*
6788,2014-03-20 10:24:33.825,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.35,109600,*,*,*,*,*,*,*,*,*,*,*,*
6789,2014-03-20 10:24:33.963,*,*,*,*,*,*,*,*,*,*,*,*,76,953200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6790,2014-03-20 10:24:38.136,*,*,*,*,75.8,216000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6791,2014-03-20 10:24:38.365,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,70400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6792,2014-03-20 10:24:38.374,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,69600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6793,2014-03-20 10:24:38.473,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,43200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6794,2014-03-20 10:24:40.352,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,159200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6795,2014-03-20 10:24:40.353,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,38400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6796,2014-03-20 10:24:40.763,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,68800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6797,2014-03-20 10:24:40.774,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,38000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6798,2014-03-20 10:24:40.951,*,*,*,*,*,*,*,*,*,*,75.95,24400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6799,2014-03-20 10:24:40.951,*,*,*,*,*,*,75.85,56800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6800,2014-03-20 10:24:40.984,*,*,*,*,*,*,*,*,*,*,*,*,76,953600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6801,2014-03-20 10:24:41.653,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,154400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6802,2014-03-20 10:24:41.654,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,134400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6803,2014-03-20 10:24:41.654,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,124400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6804,2014-03-20 10:24:46.053,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.05,156400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6805,2014-03-20 10:24:46.053,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,154800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6806,2014-03-20 10:24:47.275,*,*,*,*,*,*,*,*,*,*,*,*,76,954400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6807,2014-03-20 10:24:49.227,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,36800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6808,2014-03-20 10:24:49.227,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,70000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6809,2014-03-20 10:24:50.357,*,*,*,*,*,*,75.85,36800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6810,2014-03-20 10:24:50.357,*,*,*,*,*,*,*,*,*,*,75.95,44400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6811,2014-03-20 10:24:50.673,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,68400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6812,2014-03-20 10:24:51.683,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,68800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6813,2014-03-20 10:24:51.968,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,159600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6814,2014-03-20 10:24:53.559,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,71200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6815,2014-03-20 10:24:54.364,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,70800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6816,2014-03-20 10:24:54.572,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,154800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6817,2014-03-20 10:24:54.573,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,168000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6818,2014-03-20 10:24:54.719,*,*,*,*,75.8,217200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6819,2014-03-20 10:24:56.973,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,128800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6820,2014-03-20 10:25:00.474,*,*,*,*,*,*,*,*,*,*,*,*,76,954800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6821,2014-03-20 10:25:01.513,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,127200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6822,2014-03-20 10:25:01.513,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,72400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6823,2014-03-20 10:25:02.152,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.35,107200,*,*,*,*,*,*,*,*,*,*,*,*
6824,2014-03-20 10:25:03.069,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,26800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6825,2014-03-20 10:25:03.087,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,25600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6826,2014-03-20 10:25:03.266,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,26400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6827,2014-03-20 10:25:07.719,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,72000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6828,2014-03-20 10:25:09.589,*,*,*,*,*,*,*,*,*,*,*,*,76,955600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6829,2014-03-20 10:25:09.894,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,76000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6830,2014-03-20 10:25:10.876,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,78000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6831,2014-03-20 10:25:11.137,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,29200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6832,2014-03-20 10:25:12.160,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,41600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6833,2014-03-20 10:25:14.290,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,72400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6834,2014-03-20 10:25:14.304,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,40800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6835,2014-03-20 10:25:14.441,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,72000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6836,2014-03-20 10:25:14.474,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,68400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6837,2014-03-20 10:25:14.475,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,81200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6838,2014-03-20 10:25:14.494,*,*,*,*,*,*,*,*,*,*,*,*,76,956400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6839,2014-03-20 10:25:15.419,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,80800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6840,2014-03-20 10:25:15.480,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,40400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6841,2014-03-20 10:25:19.356,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,83200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6842,2014-03-20 10:25:20.871,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,41200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6843,2014-03-20 10:25:22.103,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,154800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6844,2014-03-20 10:25:22.104,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,164800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6845,2014-03-20 10:25:23.828,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,42400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6846,2014-03-20 10:25:23.828,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,164400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6847,2014-03-20 10:25:26.650,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,143600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6848,2014-03-20 10:25:26.752,*,*,*,*,*,*,*,*,*,*,*,*,76,958000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6849,2014-03-20 10:25:28.701,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,36800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6850,2014-03-20 10:25:28.716,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,36400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6851,2014-03-20 10:25:31.315,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,127200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6852,2014-03-20 10:25:31.549,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,128800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6853,2014-03-20 10:25:32.818,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,145200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6854,2014-03-20 10:25:33.282,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.45,68000,*,*,*,*,*,*,*,*
6855,2014-03-20 10:25:33.283,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.35,127200,*,*,*,*,*,*,*,*,*,*,*,*
6856,2014-03-20 10:25:33.606,*,*,*,*,*,*,*,*,*,*,*,*,76,958400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6857,2014-03-20 10:25:34.316,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,128800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6858,2014-03-20 10:25:35.321,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,145200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6859,2014-03-20 10:25:35.620,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,128800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6860,2014-03-20 10:25:35.901,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,36800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6861,2014-03-20 10:25:37.410,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,74000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6862,2014-03-20 10:25:37.410,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,61200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6863,2014-03-20 10:25:37.514,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.35,107200,*,*,*,*,*,*,*,*,*,*,*,*
6864,2014-03-20 10:25:38.427,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.45,88000,*,*,*,*,*,*,*,*
6865,2014-03-20 10:25:39.433,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,60400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6866,2014-03-20 10:25:39.433,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,38000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6867,2014-03-20 10:25:40.590,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,57200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6868,2014-03-20 10:25:40.606,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,37600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6869,2014-03-20 10:25:41.442,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,56800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6870,2014-03-20 10:25:41.855,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,165200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6871,2014-03-20 10:25:42.089,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,58400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6872,2014-03-20 10:25:43.638,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,145200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6873,2014-03-20 10:25:44.332,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,170000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6874,2014-03-20 10:25:44.534,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,128800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6875,2014-03-20 10:25:51.485,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,36400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6876,2014-03-20 10:25:51.485,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,57200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6877,2014-03-20 10:25:51.506,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,36000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6878,2014-03-20 10:25:55.471,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.05,156800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6879,2014-03-20 10:25:57.148,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,56000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6880,2014-03-20 10:25:59.891,*,*,*,*,*,*,*,*,*,*,*,*,76,958000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6881,2014-03-20 10:26:00.427,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,33600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6882,2014-03-20 10:26:00.449,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,33200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6883,2014-03-20 10:26:01.584,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,130800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6884,2014-03-20 10:26:02.640,*,*,*,*,*,*,*,*,*,*,*,*,76,960000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6885,2014-03-20 10:26:03.558,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,172000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6886,2014-03-20 10:26:06.400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,57600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6887,2014-03-20 10:26:13.262,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,23200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6888,2014-03-20 10:26:13.280,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,22800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6889,2014-03-20 10:26:13.287,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,22400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6890,2014-03-20 10:26:13.447,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,23600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6891,2014-03-20 10:26:13.843,*,*,*,*,*,*,*,*,*,*,*,*,76,960800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6892,2014-03-20 10:26:15.785,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,174000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6893,2014-03-20 10:26:16.612,*,*,*,*,75.8,217600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6894,2014-03-20 10:26:16.755,*,*,*,*,*,*,*,*,*,*,*,*,76,962800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6895,2014-03-20 10:26:17.252,*,*,*,*,*,*,*,*,*,*,*,*,76,972800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6896,2014-03-20 10:26:19.749,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,55600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6897,2014-03-20 10:26:19.763,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,23200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6898,2014-03-20 10:26:19.770,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,55200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6899,2014-03-20 10:26:25.366,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,161200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6900,2014-03-20 10:26:25.366,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,36000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6901,2014-03-20 10:26:25.692,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,168400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6902,2014-03-20 10:26:25.778,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,36400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6903,2014-03-20 10:26:28.792,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,161200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6904,2014-03-20 10:26:30.417,*,*,*,*,75.8,218000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6905,2014-03-20 10:26:31.623,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,132800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6906,2014-03-20 10:26:32.029,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,54800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6907,2014-03-20 10:26:32.153,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.05,156400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6908,2014-03-20 10:26:32.153,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,162000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6909,2014-03-20 10:26:33.162,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,36800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6910,2014-03-20 10:26:33.228,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.05,156000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6911,2014-03-20 10:26:33.228,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,162400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6912,2014-03-20 10:26:34.464,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.3,103600,*,*,*,*,*,*,*,*,*,*,*,*,*,*
6913,2014-03-20 10:26:35.264,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,54400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
